	.target	sm_120a
        /*64e0*/                   FSETP.GT.AND P6, PT, R84, RZ, PT ;
        /*64f0*/                   MUFU.RCP R178, R178 ;
        /*6500*/               @P6 FMUL R28, R178, R2 ;
        /*6510*/                   FMUL R2, R17.reuse, 0.25 ;
        /*6520*/                   FSETP.GT.AND P6, PT, |R17|, 8.50705917302346158658e+37, PT ;
        /*6530*/                   FMUL R84, R84, R28 ;
        /*6540*/                   FSEL R0, R0, 1, P6 ;
        /*6550*/                   FSEL R2, R2, R17, P6 ;
        /*6560*/                   FSETP.GEU.AND P6, PT, |R17|, 1.175494350822287508e-38, PT ;
        /*6570*/              @!P6 FMUL R2, R2, 16777216 ;
        /*6580*/              @!P6 FMUL R0, R0, 16777216 ;
        /*6590*/                   FSETP.GT.AND P6, PT, R112, RZ, PT ;
        /*65a0*/                   MUFU.RCP R2, R2 ;
        /*65b0*/               @P6 FMUL R17, R2, R0 ;
        /*65c0*/                   FMUL R112, R112, R17 ;
.L_x_2:
        /*65d0*/                   ISETP.GT.AND P6, PT, R186, RZ, PT ;
        /*65e0*/                   SEL R4, RZ, 0x1, !P6 ;
        /*65f0*/                   ISETP.GT.AND P6, PT, R187, RZ, PT ;
        /*6600*/                   I2FP.F32.S32 R187, R187 ;
        /*6610*/                   SEL R7, RZ, 0x1fffe, !P6 ;
        /*6620*/                   ISETP.GT.AND P6, PT, R184, RZ, PT ;
        /*6630*/                   IADD3 R4, PT, PT, R4, R7, RZ ;
        /*6640*/                   SEL R2, RZ, 0x4, !P6 ;
        /*6650*/                   ISETP.GT.AND P6, PT, R185, RZ, PT ;
        /*6660*/                   I2FP.F32.S32 R185, R185 ;
        /*6670*/                   LOP3.LUT R4, R4, 0x3, RZ, 0xc0, !PT ;
        /*6680*/                   SEL R5, RZ, 0x7fff8, !P6 ;
        /*6690*/                   ISETP.GT.AND P6, PT, R190, RZ, PT ;
        /*66a0*/                   IADD3 R2, PT, PT, R4, R5, R2 ;
        /*66b0*/                   SEL R8, RZ, 0x1, !P6 ;
        /*66c0*/                   ISETP.GT.AND P6, PT, R191, RZ, PT ;
        /*66d0*/                   I2FP.F32.S32 R191, R191 ;
        /*66e0*/                   IMAD.SHL.U32 R2, R2, 0x100, RZ ;
        /*66f0*/                   SEL R11, RZ, 0x1fffe, !P6 ;
        /*6700*/                   ISETP.GT.AND P6, PT, R188, RZ, PT ;
        /*6710*/                   LOP3.LUT R2, R2, 0xf00, RZ, 0xe2, !PT ;
        /*6720*/                   IADD3 R8, PT, PT, R8, R11, RZ ;
        /*6730*/                   SEL R6, RZ, 0x4, !P6 ;
        /*6740*/                   ISETP.GT.AND P6, PT, R189, RZ, PT ;
        /*6750*/                   I2FP.F32.S32 R189, R189 ;
        /*6760*/                   LOP3.LUT R8, R8, 0x3, RZ, 0xc0, !PT ;
        /*6770*/                   SEL R9, RZ, 0x7fff8, !P6 ;
        /*6780*/                   ISETP.GT.AND P6, PT, R165, RZ, PT ;
        /*6790*/                   I2FP.F32.S32 R165, R165 ;
        /*67a0*/                   IADD3 R9, PT, PT, R8, R9, R6 ;
        /*67b0*/                   SEL R17, RZ, 0x1fffe, !P6 ;
        /*67c0*/                   ISETP.GT.AND P6, PT, R166, RZ, PT ;
        /*67d0*/                   IMAD R2, R9, 0x1000, R2 ;
        /*67e0*/                   SEL R10, RZ, 0x4, !P6 ;
        /*67f0*/                   ISETP.GT.AND P6, PT, R167, RZ, PT ;
        /*6800*/                   I2FP.F32.S32 R167, R167 ;
        /*6810*/                   SEL R15, RZ, 0x7fff8, !P6 ;
        /*6820*/                   ISETP.GT.AND P6, PT, R182, RZ, PT ;
        /*6830*/                   SEL R16, RZ, 0x1, !P6 ;
        /*6840*/                   ISETP.GT.AND P6, PT, R183, RZ, PT ;
        /*6850*/                   I2FP.F32.S32 R183, R183 ;
        /*6860*/                   SEL R23, RZ, 0x1fffe, !P6 ;
        /*6870*/                   ISETP.GT.AND P6, PT, R180, RZ, PT ;
        /*6880*/                   IADD3 R16, PT, PT, R16, R23, RZ ;
        /*6890*/                   SEL R14, RZ, 0x4, !P6 ;
        /*68a0*/                   ISETP.GT.AND P6, PT, R181, RZ, PT ;
        /*68b0*/                   I2FP.F32.S32 R181, R181 ;
        /*68c0*/                   LOP3.LUT R16, R16, 0x3, RZ, 0xc0, !PT ;
        /*68d0*/                   SEL R21, RZ, 0x7fff8, !P6 ;
        /*68e0*/                   ISETP.GT.AND P6, PT, R202, RZ, PT ;
        /*68f0*/                   IADD3 R21, PT, PT, R16, R21, R14 ;
        /*6900*/                   SEL R22, RZ, 0x1, !P6 ;
        /*6910*/                   ISETP.GT.AND P6, PT, R203, RZ, PT ;
        /*6920*/                   I2FP.F32.S32 R203, R203 ;
        /*6930*/                   SEL R27, RZ, 0x1fffe, !P6 ;
        /*6940*/                   ISETP.GT.AND P6, PT, R200, RZ, PT ;
        /*6950*/                   IADD3 R22, PT, PT, R22, R27, RZ ;
        /*6960*/                   SEL R20, RZ, 0x4, !P6 ;
        /*6970*/                   ISETP.GT.AND P6, PT, R201, RZ, PT ;
        /*6980*/                   I2FP.F32.S32 R201, R201 ;
        /*6990*/                   LOP3.LUT R22, R22, 0x3, RZ, 0xc0, !PT ;
        /*69a0*/                   SEL R25, RZ, 0x7fff8, !P6 ;
        /*69b0*/                   ISETP.GT.AND P6, PT, R132, RZ, PT ;
        /*69c0*/                   IADD3 R20, PT, PT, R22, R25, R20 ;
        /*69d0*/                   SEL R26, RZ, 0x1, !P6 ;
        /*69e0*/                   ISETP.GT.AND P6, PT, R133, RZ, PT ;
        /*69f0*/                   I2FP.F32.S32 R133, R133 ;
        /*6a00*/                   IMAD.SHL.U32 R4, R20, 0x100, RZ ;
        /*6a10*/                   SEL R31, RZ, 0x1fffe, !P6 ;
        /*6a20*/                   ISETP.GT.AND P6, PT, R134, RZ, PT ;
        /*6a30*/                   LOP3.LUT R4, R4, 0xf00, RZ, 0xe2, !PT ;
        /*6a40*/                   IADD3 R26, PT, PT, R26, R31, RZ ;
        /*6a50*/                   SEL R24, RZ, 0x4, !P6 ;
        /*6a60*/                   ISETP.GT.AND P6, PT, R135, RZ, PT ;
        /*6a70*/                   I2FP.F32.S32 R135, R135 ;
        /*6a80*/                   LOP3.LUT R26, R26, 0x3, RZ, 0xc0, !PT ;
        /*6a90*/                   SEL R29, RZ, 0x7fff8, !P6 ;
        /*6aa0*/                   ISETP.GT.AND P6, PT, R194, RZ, PT ;
        /*6ab0*/                   IADD3 R29, PT, PT, R26, R29, R24 ;
        /*6ac0*/                   SEL R30, RZ, 0x1, !P6 ;
        /*6ad0*/                   ISETP.GT.AND P6, PT, R195, RZ, PT ;
        /*6ae0*/                   I2FP.F32.S32 R195, R195 ;
        /*6af0*/                   IMAD R4, R29, 0x1000, R4 ;
        /*6b00*/                   SEL R35, RZ, 0x1fffe, !P6 ;
        /*6b10*/                   ISETP.GT.AND P6, PT, R192, RZ, PT ;
        /*6b20*/                   IADD3 R30, PT, PT, R30, R35, RZ ;
        /*6b30*/                   SEL R28, RZ, 0x4, !P6 ;
        /*6b40*/                   ISETP.GT.AND P6, PT, R193, RZ, PT ;
        /*6b50*/                   I2FP.F32.S32 R193, R193 ;
        /*6b60*/                   LOP3.LUT R30, R30, 0x3, RZ, 0xc0, !PT ;
        /*6b70*/                   SEL R33, RZ, 0x7fff8, !P6 ;
        /*6b80*/                   ISETP.GT.AND P6, PT, R198, RZ, PT ;
        /*6b90*/                   IADD3 R28, PT, PT, R30, R33, R28 ;
        /*6ba0*/                   SEL R34, RZ, 0x1, !P6 ;
        /*6bb0*/                   ISETP.GT.AND P6, PT, R199, RZ, PT ;
        /*6bc0*/                   LOP3.LUT R28, R28, 0xf, RZ, 0xc0, !PT ;
        /*6bd0*/                   I2FP.F32.S32 R199, R199 ;
        /*6be0*/                   SEL R39, RZ, 0x1fffe, !P6 ;
        /*6bf0*/                   ISETP.GT.AND P6, PT, R196, RZ, PT ;
        /*6c00*/                   IADD3 R34, PT, PT, R34, R39, RZ ;
        /*6c10*/                   SEL R32, RZ, 0x4, !P6 ;
        /*6c20*/                   ISETP.GT.AND P6, PT, R197, RZ, PT ;
        /*6c30*/                   I2FP.F32.S32 R197, R197 ;
        /*6c40*/                   LOP3.LUT R34, R34, 0x3, RZ, 0xc0, !PT ;
        /*6c50*/                   SEL R37, RZ, 0x7fff8, !P6 ;
        /*6c60*/                   ISETP.GT.AND P6, PT, R144, RZ, PT ;
        /*6c70*/                   IADD3 R37, PT, PT, R34, R37, R32 ;
        /*6c80*/                   SEL R3, RZ, 0x1, !P6 ;
        /*6c90*/                   ISETP.GT.AND P6, PT, R145, RZ, PT ;
        /*6ca0*/                   I2FP.F32.S32 R145, R145 ;
        /*6cb0*/                   IMAD R28, R37, 0x10, R28 ;
        /*6cc0*/                   SEL R0, RZ, 0x1fffe, !P6 ;
        /*6cd0*/                   ISETP.GT.AND P6, PT, R164, RZ, PT ;
        /*6ce0*/                   LOP3.LUT R7, R28, 0xff, RZ, 0xc0, !PT ;
        /*6cf0*/                   IADD3 R0, PT, PT, R3, R0, RZ ;
        /*6d00*/                   SEL R12, RZ, 0x1, !P6 ;
        /*6d10*/                   IADD3 R7, PT, PT, R4, R7, RZ ;
        /*6d20*/                   FSEL R36, RZ, 1, !P6 ;
        /*6d30*/                   LOP3.LUT R0, R0, 0x3, RZ, 0xc0, !PT ;
        /*6d40*/                   IADD3 R12, PT, PT, R12, R17, RZ ;
        /*6d50*/                   LOP3.LUT R12, R12, 0x3, RZ, 0xc0, !PT ;
        /*6d60*/                   IADD3 R10, PT, PT, R12, R15, R10 ;
        /*6d70*/                   LOP3.LUT R10, R10, 0xf, RZ, 0xc0, !PT ;
        /*6d80*/                   IMAD R10, R21, 0x10, R10 ;
        /*6d90*/                   LOP3.LUT R5, R10, 0xff, RZ, 0xc0, !PT ;
        /*6da0*/                   IADD3 R2, PT, PT, R2, R5, RZ ;
        /*6db0*/                   I2FP.F32.S32 R5, R164 ;
        /*6dc0*/                   PRMT R2, R2, 0x5410, R7 ;
        /*6dd0*/                   I2FP.F32.S32 R7, R166 ;
        /*6de0*/                   SHF.R.U64 R4, R2.reuse, 0x1, RZ ;
        /*6df0*/                   SHF.R.U64 R11, R2, 0x7, RZ ;
        /*6e00*/                   FFMA R6, -R18, R7, R114 ;
        /*6e10*/                   LOP3.LUT P6, RZ, R4, 0x1, RZ, 0xc0, !PT ;
        /*6e20*/                   FFMA R114, -R18, R167, R115 ;
        /*6e30*/                   SHF.R.U64 R4, R2, 0x2, RZ ;
        /*6e40*/                   SEL R8, RZ, 0x1, !P6 ;
        /*6e50*/                   LOP3.LUT P6, RZ, R4, 0x1, RZ, 0xc0, !PT ;
        /*6e60*/                   SHF.R.U64 R4, R2, 0x3, RZ ;
        /*6e70*/                   SEL R9, RZ, 0x1, !P6 ;
        /*6e80*/                   LOP3.LUT P6, RZ, R4, 0x1, RZ, 0xc0, !PT ;
        /*6e90*/                   FFMA R4, -R18.reuse, R5, R112 ;
        /*6ea0*/                   I2FP.F32.U32 R5, R8 ;
        /*6eb0*/                   FFMA R112, -R18, R165, R113 ;
        /*6ec0*/                   I2FP.F32.U32 R9, R9 ;
        /*6ed0*/                   FFMA R4, -R19, R36, R4 ;
        /*6ee0*/                   SEL R10, RZ, 0x1, !P6 ;
        /*6ef0*/                   LOP3.LUT P6, RZ, R13, 0x2, RZ, 0xc0, !PT ;
        /*6f00*/                   FFMA R5, -R19.reuse, R5, R112 ;
        /*6f10*/                   FFMA R6, -R19, R9, R6 ;
        /*6f20*/                   SHF.R.U64 R8, R2, 0x4, RZ ;
        /*6f30*/                   I2FP.F32.U32 R7, R10 ;
        /*6f40*/                   SHF.R.U64 R9, R2.reuse, 0x5, RZ ;
        /*6f50*/                   SHF.R.U64 R10, R2, 0x6, RZ ;
        /*6f60*/                   FFMA R7, -R19, R7, R114 ;
        /*6f70*/              @!P6 STG.E.128 desc[UR14][R176.64], R4 ;
        /*6f80*/                   LOP3.LUT P6, RZ, R8, 0x1, RZ, 0xc0, !PT ;
        /*6f90*/                   SEL R8, RZ, 0x1, !P6 ;
        /*6fa0*/                   LOP3.LUT P6, RZ, R9, 0x1, RZ, 0xc0, !PT ;
        /*6fb0*/                   I2FP.F32.U32 R8, R8 ;
        /*6fc0*/                   SEL R9, RZ, 0x1, !P6 ;
        /*6fd0*/                   LOP3.LUT P6, RZ, R10, 0x1, RZ, 0xc0, !PT ;
        /*6fe0*/                   I2FP.F32.S32 R7, R180 ;
        /*6ff0*/                   SEL R10, RZ, 0x1, !P6 ;
        /*7000*/                   LOP3.LUT P6, RZ, R11, 0x1, RZ, 0xc0, !PT ;
        /*7010*/                   I2FP.F32.S32 R5, R182 ;
        /*7020*/                   FFMA R6, -R18.reuse, R7, R110 ;
        /*7030*/                   I2FP.F32.U32 R7, R10 ;
        /*7040*/                   FFMA R110, -R18.reuse, R181, R111 ;
        /*7050*/                   SEL R11, RZ, 0x1, !P6 ;
        /*7060*/                   LOP3.LUT P6, RZ, R13, 0x4, RZ, 0xc0, !PT ;
        /*7070*/                   FFMA R4, -R18.reuse, R5, R108 ;
        /*7080*/                   I2FP.F32.U32 R5, R9 ;
        /*7090*/                   FFMA R108, -R18, R183, R109 ;
        /*70a0*/                   I2FP.F32.U32 R11, R11 ;
        /*70b0*/                   FFMA R6, -R19.reuse, R7, R6 ;
        /*70c0*/                   FFMA R4, -R19.reuse, R8, R4 ;
        /*70d0*/                   FFMA R5, -R19.reuse, R5, R108 ;
        /*70e0*/                   SHF.R.U64 R8, R2.reuse, 0x8, RZ ;
        /*70f0*/                   FFMA R7, -R19, R11, R110 ;
        /*7100*/                   SHF.R.U64 R9, R2, 0x9, RZ ;
        /*7110*/                   SHF.R.U64 R10, R2, 0xa, RZ ;
        /*7120*/              @!P6 STG.E.128 desc[UR14][R174.64], R4 ;
        /*7130*/                   LOP3.LUT P6, RZ, R8, 0x1, RZ, 0xc0, !PT ;
        /*7140*/                   SHF.R.U64 R11, R2, 0xb, RZ ;
        /*7150*/                   SEL R8, RZ, 0x1, !P6 ;
        /*7160*/                   LOP3.LUT P6, RZ, R9, 0x1, RZ, 0xc0, !PT ;
        /*7170*/                   I2FP.F32.U32 R8, R8 ;
        /*7180*/                   SEL R9, RZ, 0x1, !P6 ;
        /*7190*/                   LOP3.LUT P6, RZ, R10, 0x1, RZ, 0xc0, !PT ;
        /*71a0*/                   I2FP.F32.S32 R7, R184 ;
        /*71b0*/                   SEL R10, RZ, 0x1, !P6 ;
        /*71c0*/                   LOP3.LUT P6, RZ, R11, 0x1, RZ, 0xc0, !PT ;
        /*71d0*/                   I2FP.F32.S32 R5, R186 ;
        /*71e0*/                   FFMA R6, -R18.reuse, R7, R106 ;
        /*71f0*/                   I2FP.F32.U32 R7, R10 ;
        /*7200*/                   FFMA R106, -R18.reuse, R185, R107 ;
        /*7210*/                   SEL R11, RZ, 0x1, !P6 ;
        /*7220*/                   LOP3.LUT P6, RZ, R13, 0x8, RZ, 0xc0, !PT ;
        /*7230*/                   FFMA R4, -R18.reuse, R5, R104 ;
        /*7240*/                   I2FP.F32.U32 R5, R9 ;
        /*7250*/                   FFMA R104, -R18, R187, R105 ;
        /*7260*/                   I2FP.F32.U32 R11, R11 ;
        /*7270*/                   FFMA R6, -R19.reuse, R7, R6 ;
        /*7280*/                   FFMA R4, -R19.reuse, R8, R4 ;
        /*7290*/                   FFMA R5, -R19.reuse, R5, R104 ;
        /*72a0*/                   SHF.R.U64 R8, R2.reuse, 0xc, RZ ;
        /*72b0*/                   FFMA R7, -R19, R11, R106 ;
        /*72c0*/                   SHF.R.U64 R9, R2, 0xd, RZ ;
        /*72d0*/                   SHF.R.U64 R10, R2, 0xe, RZ ;
        /*72e0*/              @!P6 STG.E.128 desc[UR14][R172.64], R4 ;
        /*72f0*/                   LOP3.LUT P6, RZ, R8, 0x1, RZ, 0xc0, !PT ;
        /*7300*/                   SHF.R.U64 R11, R2, 0xf, RZ ;
        /*7310*/                   SEL R8, RZ, 0x1, !P6 ;
        /*7320*/                   LOP3.LUT P6, RZ, R9, 0x1, RZ, 0xc0, !PT ;
        /*7330*/                   I2FP.F32.U32 R8, R8 ;
        /*7340*/                   SEL R9, RZ, 0x1, !P6 ;
        /*7350*/                   LOP3.LUT P6, RZ, R10, 0x1, RZ, 0xc0, !PT ;
        /*7360*/                   I2FP.F32.S32 R7, R188 ;
        /*7370*/                   SEL R10, RZ, 0x1, !P6 ;
        /*7380*/                   LOP3.LUT P6, RZ, R11, 0x1, RZ, 0xc0, !PT ;
        /*7390*/                   I2FP.F32.S32 R5, R190 ;
        /*73a0*/                   FFMA R6, -R18.reuse, R7, R102 ;
        /*73b0*/                   I2FP.F32.U32 R7, R10 ;
        /*73c0*/                   FFMA R102, -R18.reuse, R189, R103 ;
        /*73d0*/                   SEL R11, RZ, 0x1, !P6 ;
        /*73e0*/                   LOP3.LUT P6, RZ, R13, 0x10, RZ, 0xc0, !PT ;
        /*73f0*/                   FFMA R4, -R18.reuse, R5, R100 ;
        /*7400*/                   I2FP.F32.U32 R5, R9 ;
        /*7410*/                   FFMA R100, -R18, R191, R101 ;
        /*7420*/                   I2FP.F32.U32 R11, R11 ;
        /*7430*/                   FFMA R6, -R19.reuse, R7, R6 ;
        /*7440*/                   FFMA R4, -R19.reuse, R8, R4 ;
        /*7450*/                   FFMA R5, -R19.reuse, R5, R100 ;
        /*7460*/                   SHF.R.U64 R8, R2.reuse, 0x10, RZ ;
        /*7470*/                   FFMA R7, -R19, R11, R102 ;
        /*7480*/                   SHF.R.U64 R9, R2, 0x11, RZ ;
        /*7490*/                   SHF.R.U64 R10, R2, 0x12, RZ ;
        /*74a0*/              @!P6 STG.E.128 desc[UR14][R130.64], R4 ;
        /*74b0*/                   LOP3.LUT P6, RZ, R8, 0x1, RZ, 0xc0, !PT ;
        /*74c0*/                   SHF.R.U64 R11, R2, 0x13, RZ ;
        /*74d0*/                   SEL R8, RZ, 0x1, !P6 ;
        /*74e0*/                   LOP3.LUT P6, RZ, R9, 0x1, RZ, 0xc0, !PT ;
        /*74f0*/                   I2FP.F32.U32 R8, R8 ;
        /*7500*/                   SEL R9, RZ, 0x1, !P6 ;
        /*7510*/                   LOP3.LUT P6, RZ, R10, 0x1, RZ, 0xc0, !PT ;
        /*7520*/                   I2FP.F32.S32 R7, R192 ;
        /*7530*/                   SEL R10, RZ, 0x1, !P6 ;
        /*7540*/                   LOP3.LUT P6, RZ, R11, 0x1, RZ, 0xc0, !PT ;
        /*7550*/                   I2FP.F32.S32 R5, R194 ;
        /*7560*/                   FFMA R6, -R18.reuse, R7, R98 ;
        /*7570*/                   I2FP.F32.U32 R7, R10 ;
        /*7580*/                   FFMA R98, -R18.reuse, R193, R99 ;
        /*7590*/                   SEL R11, RZ, 0x1, !P6 ;
        /*75a0*/                   LOP3.LUT P6, RZ, R13, 0x20, RZ, 0xc0, !PT ;
        /*75b0*/                   FFMA R4, -R18.reuse, R5, R96 ;
        /*75c0*/                   I2FP.F32.U32 R5, R9 ;
        /*75d0*/                   FFMA R96, -R18, R195, R97 ;
        /*75e0*/                   I2FP.F32.U32 R11, R11 ;
        /*75f0*/                   FFMA R6, -R19.reuse, R7, R6 ;
        /*7600*/                   FFMA R4, -R19.reuse, R8, R4 ;
        /*7610*/                   FFMA R5, -R19.reuse, R5, R96 ;
        /*7620*/                   SHF.R.U64 R8, R2.reuse, 0x14, RZ ;
        /*7630*/                   FFMA R7, -R19, R11, R98 ;
        /*7640*/                   SHF.R.U64 R9, R2, 0x15, RZ ;
        /*7650*/                   SHF.R.U64 R10, R2, 0x16, RZ ;
        /*7660*/              @!P6 STG.E.128 desc[UR14][R128.64], R4 ;
        /*7670*/                   LOP3.LUT P6, RZ, R8, 0x1, RZ, 0xc0, !PT ;
        /*7680*/                   SHF.R.U64 R11, R2, 0x17, RZ ;
        /*7690*/                   SEL R8, RZ, 0x1, !P6 ;
        /*76a0*/                   LOP3.LUT P6, RZ, R9, 0x1, RZ, 0xc0, !PT ;
        /*76b0*/                   I2FP.F32.U32 R8, R8 ;
        /*76c0*/                   SEL R9, RZ, 0x1, !P6 ;
        /*76d0*/                   LOP3.LUT P6, RZ, R10, 0x1, RZ, 0xc0, !PT ;
        /*76e0*/                   I2FP.F32.S32 R7, R196 ;
        /*76f0*/                   SEL R10, RZ, 0x1, !P6 ;
        /*7700*/                   LOP3.LUT P6, RZ, R11, 0x1, RZ, 0xc0, !PT ;
        /*7710*/                   I2FP.F32.S32 R5, R198 ;
        /*7720*/                   FFMA R6, -R18.reuse, R7, R94 ;
        /*7730*/                   I2FP.F32.U32 R7, R10 ;
        /*7740*/                   FFMA R94, -R18.reuse, R197, R95 ;
        /*7750*/                   SEL R11, RZ, 0x1, !P6 ;
        /*7760*/                   LOP3.LUT P6, RZ, R13, 0x40, RZ, 0xc0, !PT ;
        /*7770*/                   FFMA R4, -R18.reuse, R5, R92 ;
        /*7780*/                   I2FP.F32.U32 R5, R9 ;
        /*7790*/                   FFMA R92, -R18, R199, R93 ;
        /*77a0*/                   I2FP.F32.U32 R11, R11 ;
        /*77b0*/                   FFMA R6, -R19.reuse, R7, R6 ;
        /*77c0*/                   FFMA R4, -R19.reuse, R8, R4 ;
        /*77d0*/                   FFMA R5, -R19.reuse, R5, R92 ;
        /*77e0*/                   SHF.R.U64 R8, R2.reuse, 0x18, RZ ;
        /*77f0*/                   FFMA R7, -R19, R11, R94 ;
        /*7800*/                   SHF.R.U64 R9, R2, 0x19, RZ ;
        /*7810*/                   SHF.R.U64 R10, R2, 0x1a, RZ ;
        /*7820*/              @!P6 STG.E.128 desc[UR14][R126.64], R4 ;
        /*7830*/                   LOP3.LUT P6, RZ, R8, 0x1, RZ, 0xc0, !PT ;
        /*7840*/                   SHF.R.U64 R11, R2, 0x1b, RZ ;
        /*7850*/                   SEL R8, RZ, 0x1, !P6 ;
        /*7860*/                   LOP3.LUT P6, RZ, R9, 0x1, RZ, 0xc0, !PT ;
        /*7870*/                   I2FP.F32.U32 R8, R8 ;
        /*7880*/                   SEL R9, RZ, 0x1, !P6 ;
        /*7890*/                   LOP3.LUT P6, RZ, R10, 0x1, RZ, 0xc0, !PT ;
        /*78a0*/                   I2FP.F32.S32 R5, R202 ;
        /*78b0*/                   SEL R10, RZ, 0x1, !P6 ;
        /*78c0*/                   LOP3.LUT P6, RZ, R11, 0x1, RZ, 0xc0, !PT ;
        /*78d0*/                   I2FP.F32.S32 R7, R200 ;
        /*78e0*/                   FFMA R4, -R18.reuse, R5, R88 ;
        /*78f0*/                   I2FP.F32.U32 R9, R9 ;
        /*7900*/                   FFMA R88, -R18.reuse, R203, R89 ;
        /*7910*/                   SEL R11, RZ, 0x1, !P6 ;
        /*7920*/                   LOP3.LUT P6, RZ, R13, 0x80, RZ, 0xc0, !PT ;
        /*7930*/                   FFMA R6, -R18.reuse, R7, R90 ;
        /*7940*/                   I2FP.F32.U32 R5, R10 ;
        /*7950*/                   FFMA R90, -R18, R201, R91 ;
        /*7960*/                   I2FP.F32.U32 R11, R11 ;
        /*7970*/                   FFMA R20, -R19.reuse, R8, R4 ;
        /*7980*/                   FFMA R21, -R19.reuse, R9, R88 ;
        /*7990*/                   FFMA R22, -R19.reuse, R5, R6 ;
        /*79a0*/                   SHF.R.U64 R4, R2, 0x1c, RZ ;
        /*79b0*/                   FFMA R23, -R19, R11, R90 ;
        /*79c0*/                   I2FP.F32.S32 R5, R132 ;
        /*79d0*/                   I2FP.F32.S32 R7, R134 ;
        /*79e0*/              @!P6 STG.E.128 desc[UR14][R124.64], R20 ;
        /*79f0*/                   LOP3.LUT P6, RZ, R4, 0x1, RZ, 0xc0, !PT ;
        /*7a00*/                   SHF.R.U64 R4, R2, 0x1d, RZ ;
        /*7a10*/                   SEL R6, RZ, 0x1, !P6 ;
        /*7a20*/                   LOP3.LUT P6, RZ, R4, 0x1, RZ, 0xc0, !PT ;
        /*7a30*/                   SHF.R.U64 R4, R2.reuse, 0x1e, RZ ;
        /*7a40*/                   SHF.R.U64 R2, R2, 0x1f, RZ ;
        /*7a50*/                   SEL R8, RZ, 0x1, !P6 ;
        /*7a60*/                   LOP3.LUT P6, RZ, R4, 0x1, RZ, 0xc0, !PT ;
        /*7a70*/                   FFMA R4, -R18.reuse, R7, R86 ;
        /*7a80*/                   I2FP.F32.U32 R6, R6 ;
        /*7a90*/                   FFMA R86, -R18, R135, R87 ;
        /*7aa0*/                   SEL R9, RZ, 0x1, !P6 ;
        /*7ab0*/                   LOP3.LUT P6, RZ, R2, 0x1, RZ, 0xc0, !PT ;
        /*7ac0*/                   FFMA R2, -R18.reuse, R5, R84 ;
        /*7ad0*/                   I2FP.F32.U32 R5, R8 ;
        /*7ae0*/                   FFMA R84, -R18, R133, R85 ;
        /*7af0*/                   I2FP.F32.U32 R9, R9 ;
        /*7b00*/                   FFMA R20, -R19, R6, R2 ;
        /*7b10*/                   SEL R10, RZ, 0x1, !P6 ;
        /*7b20*/                   LOP3.LUT P6, RZ, R13, 0x100, RZ, 0xc0, !PT ;
        /*7b30*/                   FFMA R21, -R19.reuse, R5, R84 ;
        /*7b40*/                   FFMA R22, -R19, R9, R4 ;
        /*7b50*/                   I2FP.F32.U32 R7, R10 ;
        /*7b60*/                   FFMA R23, -R19, R7, R86 ;
        /*7b70*/              @!P6 STG.E.128 desc[UR14][R122.64], R20 ;
        /*7b80*/                   ISETP.GT.AND P6, PT, R146, RZ, PT ;
        /*7b90*/                   SEL R2, RZ, 0x4, !P6 ;
        /*7ba0*/                   ISETP.GT.AND P6, PT, R147, RZ, PT ;
        /*7bb0*/                   I2FP.F32.S32 R147, R147 ;
        /*7bc0*/                   SEL R5, RZ, 0x7fff8, !P6 ;
        /*7bd0*/                   ISETP.GT.AND P6, PT, R148, RZ, PT ;
        /*7be0*/                   IADD3 R0, PT, PT, R0, R5, R2 ;
        /*7bf0*/                   SEL R6, RZ, 0x1, !P6 ;
        /*7c00*/                   ISETP.GT.AND P6, PT, R149, RZ, PT ;
        /*7c10*/                   I2FP.F32.S32 R5, R138 ;
        /*7c20*/                   IMAD.SHL.U32 R0, R0, 0x100, RZ ;
        /*7c30*/                   I2FP.F32.S32 R149, R149 ;
        /*7c40*/                   SEL R9, RZ, 0x1fffe, !P6 ;
        /*7c50*/                   ISETP.GT.AND P6, PT, R150, RZ, PT ;
        /*7c60*/                   LOP3.LUT R0, R0, 0xf00, RZ, 0xe2, !PT ;
        /*7c70*/                   I2FP.F32.S32 R23, R156 ;
        /*7c80*/                   SEL R4, RZ, 0x4, !P6 ;
        /*7c90*/                   ISETP.GT.AND P6, PT, R151, RZ, PT ;
        /*7ca0*/                   IADD3 R6, PT, PT, R6, R9, RZ ;
        /*7cb0*/                   I2FP.F32.S32 R151, R151 ;
        /*7cc0*/                   SEL R7, RZ, 0x7fff8, !P6 ;
        /*7cd0*/                   ISETP.GT.AND P6, PT, R137, RZ, PT ;
        /*7ce0*/                   LOP3.LUT R6, R6, 0x3, RZ, 0xc0, !PT ;
        /*7cf0*/                   I2FP.F32.S32 R137, R137 ;
        /*7d00*/                   SEL R15, RZ, 0x1fffe, !P6 ;
        /*7d10*/                   ISETP.GT.AND P6, PT, R138, RZ, PT ;
        /*7d20*/                   IADD3 R7, PT, PT, R6, R7, R4 ;
        /*7d30*/                   FFMA R4, -R18, R5, R82 ;
        /*7d40*/                   SEL R8, RZ, 0x4, !P6 ;
        /*7d50*/                   ISETP.GT.AND P6, PT, R139, RZ, PT ;
        /*7d60*/                   IMAD R0, R7, 0x1000, R0 ;
        /*7d70*/                   I2FP.F32.S32 R139, R139 ;
        /*7d80*/                   SEL R11, RZ, 0x7fff8, !P6 ;
